"geneID" "annotation"
"ostta05g04420" " Aspartate/glutamate/uridylate kinase"
"ostta05g04450" " Ankyrin repeat"
"ostta05g04460" " HSP40/DnaJ peptide-binding"
"ostta05g04480" " unnamed product"
"ostta05g04600" " Alcohol dehydrogenase superfamily, zinc-type"
"ostta05g04630" " unnamed product"
"ostta05g04640" " Polycomb protein, VEFS-Box"
"ostta05g04780" " Major facilitator superfamily domain, general substrate transporter"
"ostta05g04800" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta05g04820" " TRAM/LAG1/CLN8 homology domain"
"ostta05g04880" " Multi antimicrobial extrusion protein"
"ostta05g04885" " Enkurin-like domain"
"ostta05g04910" " Ribosomal protein L13e"
"ostta06g00160" " Bacterial surface antigen D15"
"ostta06g00170" " unnamed product"
"ostta06g00300" " unnamed product"
"ostta06g00370" " Molybdenum cofactor sulfurase, C-terminal"
"ostta06g00390" " unnamed product"
"ostta06g00440" " Uncharacterised protein family UPF0047"
"ostta06g00520" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g00540" " unnamed product"
"ostta06g00550" " unnamed product"
"ostta06g00590" " P-loop containing nucleoside triphosphate hydrolase"
"ostta06g00770" " unnamed product"
"ostta06g00860" " Tetratricopeptide repeat"
"ostta06g00870" " Histidine phosphatase superfamily, clade-1"
"ostta06g00880" " GTP cyclohydrolase II, RibA"
"ostta06g00945" " hypothetical protein"
"ostta06g00970" " Rpn11/EIF3F C-terminal domain"
"ostta06g01020" " T-complex protein 1, delta subunit"
"ostta06g01210" " Thioredoxin-like fold"
"ostta06g01250" " Protein of unknown function DUF1077, TMEM85"
"ostta06g01260" " SUMO-conjugating enzyme Ubc9"
"ostta06g01280" " unnamed product"
"ostta06g01300" " Protein of unknown function DUF819"
"ostta06g01340" " UbiA prenyltransferase family"
"ostta06g01420" " Essential protein Yae1, N-terminal"
"ostta06g01530" " Ribosomal protein S17"
"ostta06g01670" " Thioredoxin, conserved site"
"ostta06g01680" " unnamed product"
"ostta06g01740" " unnamed product"
"ostta06g01770" " Protein of unknown function DUF775"
"ostta06g01790" " Aminoacyl-tRNA synthetase, class Ic"
"ostta06g01860" " Nucleic acid-binding, OB-fold"
"ostta06g01900" " unnamed product"
"ostta06g01930" " Exonuclease, RNase T/DNA polymerase III"
"ostta06g01950" " WD40/YVTN repeat-like-containing domain"
"ostta06g01980" " unnamed product"
"ostta06g01990" " Aldehyde dehydrogenase, C-terminal"
"ostta06g02210" " unnamed product"
"ostta06g02270" " Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"
"ostta06g02330" " unnamed product"
"ostta06g02380" " GCK"
"ostta06g02400" " Splicing factor 3B, subunit 5"
"ostta06g02410" " PBP domain"
"ostta06g02530" " Proline-tRNA ligase, class IIa"
"ostta06g02615" " hypothetical protein"
"ostta06g02630" " Complex 1 LYR protein"
"ostta06g02650" " Transketolase-like, C-terminal"
"ostta06g02660" " Proteasome maturation factor UMP1"
"ostta06g02685" " Regulator of chromosome condensation, RCC1"
"ostta06g02700" " Anaphase-promoting complex subunit 1"
"ostta06g02710" " Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain"
"ostta06g02880" " RNA-binding motif protein 8"
"ostta06g03020" " Ribosomal protein L22/L17, conserved site"
"ostta06g03070" " Phytanoyl-CoA dioxygenase"
"ostta06g03090" " unnamed product"
"ostta06g03100" " unnamed product"
"ostta06g03170" " Synaptobrevin"
"ostta06g03210" " Tetratricopeptide-like helical"
"ostta06g03270" " DAHP synthetase, class II n/a  DAHP synthetase, class II n/a  DAHP synthetase,"
"ostta06g03310" " Syntaxin, N-terminal domain"
"ostta06g03332" " Ribosomal protein L2 domain 2"
"ostta06g03410" " unnamed product"
"ostta06g03530" " Dual specificity phosphatase, subgroup, catalytic domain"
"ostta06g03670" " C-5 cytosine methyltransferase"
"ostta06g03680" " Rubredoxin-type fold"
"ostta06g03760" " unnamed product"
"ostta06g03770" " unnamed product"
"ostta06g03800" " Major facilitator superfamily domain, general substrate transporter"
"ostta06g03810" " Autophagy-related protein 3, N-terminal"
"ostta06g03880" " Bacterial transferase hexapeptide repeat"
"ostta06g04010" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta06g04020" " GYF"
"ostta06g04180" " Purple acid phosphatase-like, N-terminal"
"ostta06g04190" " Uncharacterised protein family Ycf19"
"ostta06g04200" " Indole-3-glycerol phosphate synthase"
"ostta06g04230" " Bromodomain"
"ostta06g04240" " Ribosomal protein L7Ae conserved site"
"ostta06g04290" " Apc5/TPR19 domain"
"ostta06g04310" " SAP domain"
"ostta06g04345" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta06g04370" " Two pore domain potassium channel domain"
"ostta06g04380" " PMP-22/EMP/MP20/Claudin superfamily"
"ostta06g04420" " Lipase, class 3"
"ostta06g04430" " Acyl-CoA N-acyltransferase"
"ostta06g04460" " Dynein heavy chain"
"ostta06g04550" " unnamed product"
"ostta06g04560" " EF-Hand 1, calcium-binding site"
"ostta06g04570" " Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"ostta06g04580" " Major facilitator superfamily domain, general substrate transporter"
"ostta06g04630" " unnamed product"
"ostta07g00020" " Mre11, DNA-binding"
"ostta07g00030" " Ribosomal L11 methyltransferase, PrmA"
"ostta07g00050" " Ribosomal protein S5/S7, eukaryotic/archaeal"
"ostta07g00080" " RWP-RK domain"
"ostta07g00100" " unnamed product"
"ostta07g00170" " Ribosomal protein L18ae"
"ostta07g00200" " unnamed product"
"ostta07g00240" " Protein of unknown function DUF4539"
"ostta07g00290" " Thioredoxin-like fold"
"ostta07g00335" " hypothetical protein"
"ostta07g00340" " unnamed product"
"ostta07g00360" " Glyoxalase-like domain"
"ostta07g00385" " Coenzyme F420 hydrogenase/dehydrogenase beta subunit, N-terminal"
"ostta07g00470" " unnamed product"
"ostta07g00570" " von Hippel-Lindau disease tumour suppressor, beta/alpha domain"
"ostta07g00630" " Endonuclease/exonuclease/phosphatase"
"ostta07g00650" " Tetratricopeptide repeat"
"ostta07g00655" " Domain of unknown function DUF125, transmembrane"
"ostta07g00690" " Thermonuclease active site"
"ostta07g00760" " unnamed product"
"ostta07g00910" " Ubiquitin supergroup"
"ostta07g00930" " unnamed product"
"ostta07g00950" " Ribonuclease T2, active site"
"ostta07g01000" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta07g01040" " Malic enzyme, NAD-binding"
"ostta07g01110" " Anthranilate synthase component I, PabB-like"
"ostta07g01130" " tRNA intron endonuclease, catalytic domain-like"
"ostta07g01150" " ABC transporter, conserved site"
"ostta07g01160" " unnamed product"
"ostta07g01230" " Ribosomal protein S5 domain 2-type fold, subgroup"
"ostta07g01280" " unnamed product"
"ostta07g01285" " hypothetical protein"
"ostta07g01310" " Glycosyl transferase, family 1"
"ostta07g01340" " Thymidylate kinase, conserved site"
"ostta07g01360" " Mitochondrial matrix Mmp37"
"ostta07g01410" " Domain of unknown function DUF2012"
"ostta07g01420" " WD40 repeat"
"ostta07g01470" " Alcohol dehydrogenase superfamily, zinc-type"
"ostta07g01480" " unnamed product"
"ostta07g01540" " Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site"
"ostta07g01560" " unnamed product"
"ostta07g01570" " unnamed product"
"ostta07g01630" " unnamed product"
"ostta07g01720" " Cysteamine dioxygenase"
"ostta07g01750" " Oxoglutarate/iron-dependent dioxygenase"
"ostta07g01770" " unnamed product"
"ostta07g01880" " Alanine-tRNA ligase, class IIc, anti-codon-binding domain"
"ostta07g01940" " DNA-directed RNA polymerase Rpb11, 13-16kDa subunit, conserved site"
"ostta07g01960" " unnamed product"
"ostta07g01970" " V-ATPase proteolipid subunit"
"ostta07g01975" " V-ATPase proteolipid subunit"
"ostta07g01990" " ATPase, F1 complex, epsilon  subunit, mitochondrial"
"ostta07g02000" " unnamed product"
"ostta07g02030" " Peptidase U9, T4 prohead protease"
"ostta07g02150" " FERM/acyl-CoA-binding protein, 3-helical bundle"
"ostta07g02200" " FERM/acyl-CoA-binding protein, 3-helical bundle"
"ostta07g02210" " Cobalamin vitamin B12 biosynthesis CobW-like, C-terminal"
"ostta07g02240" " Armadillo-type fold"
"ostta07g02270" " unnamed product"
"ostta07g02320" " WD40 repeat"
"ostta07g02370" " Activator of Hsp90 ATPase, N-terminal"
"ostta07g02380" " unnamed product"
"ostta07g02420" " Photosystem II cytochrome b559, alpha subunit"
"ostta07g02480" " YCII-related"
"ostta07g02500" " Protein of unknown function DUF3411, plant"
"ostta07g02620" " Tetracycline resistance protein, TetA/multidrug resistance protein MdtG"
"ostta07g02650" " NADP-binding domain"
"ostta07g02660" " Non-structural maintenance of chromosomes element 1"
"ostta07g02675" " Butirosin biosynthesis, BtrG-like"
"ostta07g02720" " SUF system FeS cluster assembly, SufD"
"ostta07g02725" " Serine/threonine-protein kinase, active site"
"ostta07g02740" " unnamed product"
"ostta07g02750" " Ribosome recycling factor"
"ostta07g02770" " Protein kinase-like domain"
"ostta07g02780" " S15/NS1, RNA-binding"
"ostta07g02810" " Tryptophan synthase beta chain/beta chain-like"
"ostta07g03030" " Ribonucleoprotein LSM domain, eukaryotic/archaea-type"
"ostta07g03230" " ATPase, F0 complex, subunit D, mitochondrial n/a  ATPase, F0 complex, subunit D n/a  ATPase, F0 complex, subunit D, mitochondrial"
"ostta07g03240" " Tubulin-tyrosine ligase/Tubulin polyglutamylase"
"ostta07g03310" " unnamed product"
"ostta07g03400" " Lumazine-binding protein"
"ostta07g03460" " Transcription factor CBF/NF-Y/archaeal histone"
"ostta07g03550" " Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily"
"ostta07g03620" " Zinc finger, NHR/GATA-type"
"ostta07g03650" " Ribosomal protein S28e n/a  Ribosomal protein S28e"
"ostta07g03670" " Clathrin adaptor, mu subunit, conserved site"
"ostta07g03780" " MaoC-like domain"
"ostta07g03790" " unnamed product"
"ostta07g03810" " UBA-like"
"ostta07g03850" " TMS membrane protein/tumour differentially expressed protein"
"ostta07g03885" " Ribosomal protein L30, ferredoxin-like fold domain"
"ostta07g03890" " HAD-superfamily hydrolase, subfamily IB, PSPase-like"
"ostta07g03960" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta07g03990" " HAD hydrolase, subfamily IA"
"ostta07g04060" " Histidine phosphatase superfamily, clade-1"
"ostta07g04080" " Uncharacterised conserved protein UCP037205"
"ostta07g04110" " unnamed product"
"ostta07g04170" " ROK"
"ostta07g04180" " Ribosomal protein L37e"
"ostta07g04250" " Kelch-type beta propeller"
"ostta07g04280" " unnamed product"
"ostta07g04330" " Eukaryotic translation initiation factor 3 subunit A"
"ostta07g04440" " CobB/CobQ glutamine amidotransferase"
"ostta07g04450" " Ribosomal protein L18, bacterial-type"
"ostta07g04540" " Phospholipase/carboxylesterase/thioesterase"
"ostta07g04610" " unnamed product"
"ostta07g04700" " Pentatricopeptide repeat"
"ostta07g04710" " unnamed product"
"ostta07g04720" " unnamed product"
"ostta07g04730" " Plastid lipid-associated protein/fibrillin conserved domain"
"ostta07g04760" " unnamed product"
"ostta08g00020" " unnamed product"
"ostta08g00060" " Adenylate kinase"
"ostta08g00070" " Choline/Ethanolamine kinase"
"ostta08g00090" " Domain of unknown function DUF202"
"ostta08g00180" " unnamed product"
"ostta08g00200" " Histone core"
"ostta08g00260" " Short-chain dehydrogenase/reductase SDR"
"ostta08g00310" " Tetratricopeptide, SHNi-TPR domain"
"ostta08g00370" " unnamed product"
"ostta08g00380" " unnamed product"
"ostta08g00390" " Reverse transcriptase, RNA-dependent DNA polymerase"
"ostta08g00410" " Eukaryotic translation initiation factor 3 subunit D n/a  Eukaryotic translatioctor 3 subunit D"
"ostta08g00470" " Glutathione peroxidase"
"ostta08g00500" " unnamed product"
"ostta08g00510" " Thioredoxin-like fold"
"ostta08g00570" " Ribosomal protein S30"
"ostta08g00580" " S15/NS1, RNA-binding"
"ostta08g00640" " EAP30"
"ostta08g00670" " unnamed product"
"ostta08g00730" " Major facilitator superfamily domain, general substrate transporter"
"ostta08g00755" " hypothetical protein"
"ostta08g00860" " L-aspartate oxidase"
"ostta08g00865" " Cold-shock protein, DNA-binding"
"ostta08g00870" " WD40/YVTN repeat-like-containing domain"
"ostta08g00930" " Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"
"ostta08g01030" " CHCH"
"ostta08g01150" " Transcription factor jumonji, JmjN"
"ostta08g01260" " unnamed product"
"ostta08g01360" " Actin-related protein"
"ostta08g01380" " Sterol-sensing domain"
"ostta08g01390" " Chalcone isomerase"
"ostta08g01395" " Ribosomal protein S14, conserved site"
"ostta08g01430" " Ribosomal protein L34, conserved site"
"ostta08g01680" " unnamed product"
"ostta08g01740" " Arginine-tRNA ligase, class Ia n/a  Arginine-tRNA ligase, class Ia"
"ostta08g01750" " Ubiquitin supergroup"
"ostta08g01760" " Endonuclease/exonuclease/phosphatase"
"ostta08g01830" " Ribosomal protein S27/S33, mitochondrial"
"ostta08g01860" " Ribosomal protein S5 domain 2-type fold, subgroup"
"ostta08g01895" " FAD synthetase"
"ostta08g02010" " Aminoacyl-tRNA synthetase, class II"
"ostta08g02080" " Sel1-like"
"ostta08g02160" " Peptidase M50"
"ostta08g02270" " unnamed product"
"ostta08g02460" " Regulator of chromosome condensation, RCC1"
"ostta08g02510" " Carbamoyl-phosphate synthase large subunit, CPSase domain"
"ostta08g02540" " Pre-mRNA splicing factor"
"ostta08g02550" " Zinc finger, B-box"
"ostta08g02600" " Chaperone tailless complex polypeptide 1 TCP-1"
"ostta08g02640" " RmlC-like jelly roll fold"
"ostta08g02650" " NUDIX hydrolase, conserved site"
"ostta08g02660" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta08g02710" " unnamed product"
"ostta08g02770" " Pseudouridine synthase, RsuA/RluB/C/D/E/F"
"ostta08g02800" " unnamed product"
"ostta08g02850" " Tryptophan/tyrosine permease"
"ostta08g02860" " unnamed product"
"ostta08g02880" " G-patch domain"
"ostta08g02900" " P-loop containing nucleoside triphosphate hydrolase"
"ostta08g02920" " Chorismate mutase, AroQ class, eukaryotic type"
"ostta08g03120" " unnamed product"
"ostta08g03150" " unnamed product"
"ostta08g03160" " unnamed product"
"ostta08g03180" " Aromatic-ring hydroxylase-like"
"ostta08g03240" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta08g03320" " Zinc finger, Sec23/Sec24-type"
"ostta08g03350" " Activator of Hsp90 ATPase, N-terminal"
"ostta08g03395" " Zinc finger C2H2-type/integrase DNA-binding domain"
"ostta08g03410" " Oxoglutarate/iron-dependent dioxygenase"
"ostta08g03500" " Heat shock protein DnaJ, cysteine-rich domain"
"ostta08g03530" " von Willebrand factor, type A"
"ostta08g03550" " Mitochondrial import inner membrane translocase subunit Tim8"
"ostta08g03570" " Coiled-coil domain-containing protein 90"
"ostta08g03610" " Aspartate-tRNA ligase, class IIb, bacterial/mitochondrial-type"
"ostta08g03615" " HPP"
"ostta08g03630" " Oxysterol-binding protein"
"ostta08g03690" " Adenosine deaminase/editase"
"ostta08g03700" " Endoplasmic reticulum vesicle transporter, C-terminal"
"ostta08g03710" " Tubulin/FtsZ, 2-layer sandwich domain"
"ostta08g03800" " Protein of unknown function DUF1997"
"ostta08g03930" " unnamed product"
"ostta08g04090" " Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
"ostta08g04110" " unnamed product"
"ostta08g04120" " Carbonic anhydrase, cadmium-binding"
"ostta08g04150" " Ribosomal protein L25/L23"
"ostta08g04190" " G-protein beta WD-40 repeat"
"ostta08g04290" " CBS domain"
"ostta09g00070" " RNA polymerase II, Rpb4, core"
"ostta09g00080" " unnamed product"
"ostta09g00170" " Metalloenzyme, LuxS/M16 peptidase-like"
"ostta09g00230" " Histone deacetylase superfamily"
"ostta09g00370" " Ribosomal protein Rsm22, bacterial-type"
"ostta09g00380" " unnamed product"
"ostta09g00400" " Peptidase S9, prolyl oligopeptidase, catalytic domain"
"ostta09g00440" " unnamed product"
"ostta09g00480" " START-like domain"
"ostta09g00510" " Ubiquitin-conjugating enzyme, active site"
"ostta09g00550" " Domain of unknown function DUF1990"
"ostta09g00560" " Tetratricopeptide-like helical"
"ostta09g00650" " Zinc finger, HIT-type n/a  Zinc finger, HIT-type"
"ostta09g00670" " unnamed product"
"ostta09g00730" " HSP20-like chaperone"
"ostta09g00770" " Sulphate transporter"
"ostta09g00840" " unnamed product"
"ostta09g00850" " unnamed product"
"ostta09g00880" " Ubiquinone biosynthesis O-methyltransferase"
"ostta09g00940" " Putative sodium bile acid cotransporter"
"ostta09g00950" " unnamed product"
"ostta09g00980" " Saccharopine dehydrogenase / Homospermidine synthase"
"ostta09g00990" " P-loop containing nucleoside triphosphate hydrolase"
"ostta09g01000" " Lysine-specific demethylase NO66/MYC-induced nuclear antigen"
"ostta09g01020" " WW domain"
"ostta09g01180" "' 2'',3''-cyclic-nucleotide 3''-phosphodiesterase'"
"ostta09g01240" " Sterol-sensing domain"
"ostta09g01280" " P-loop containing nucleoside triphosphate hydrolase"
"ostta09g01320" " unnamed product"
"ostta09g01370" " Prefoldin subunit 2"
"ostta09g01410" " Rossmann-like alpha/beta/alpha sandwich fold n/a  Rossmann-like alpha/beta/alph"
"ostta09g01470" " Histone deacetylase complex subunit SAP30, Sin3 binding domain"
"ostta09g01560" " GC-rich sequence DNA-binding factor domain"
"ostta09g01660" " unnamed product"
"ostta09g01680" " Short-chain dehydrogenase/reductase SDR"
"ostta09g01710" " Phosphoesterase domain"
"ostta09g01730" " Ubiquitin supergroup"
"ostta09g01750" " unnamed product"
"ostta09g01790" " Folylpolyglutamate synthetase"
"ostta09g01830" " Cation-transporting P-type ATPase"
"ostta09g01860" " Aminoacyl-tRNA synthetase, class II"
"ostta09g01890" " Ferric reductase transmembrane component-like domain"
"ostta09g01900" " P-loop containing nucleoside triphosphate hydrolase"
"ostta09g01930" " NAD/GMP synthase"
"ostta09g01990" " Cleft lip and palate transmembrane 1"
"ostta09g02040" " unnamed product"
"ostta09g02050" " CRAL-TRIO domain"
"ostta09g02100" " Phosphoribosyltransferase domain"
"ostta09g02160" " NAD-dependent deacetylase sirtuin-2, sirtuin family, class I"
"ostta09g02210" " unnamed product"
"ostta09g02280" " Pseudouridine synthase, RsuA/RluB/C/D/E/F"
"ostta09g02290" " G-protein beta WD-40 repeat"
"ostta09g02340" " tRNA wybutosine-synthesizing protein"
"ostta09g02400" " Rossmann-like alpha/beta/alpha sandwich fold"
"ostta09g02450" " Serine/threonine-protein kinase, active site"
"ostta09g02480" " unnamed product"
"ostta09g02520" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA"
"ostta09g02550" " Ribosomal protein S4/S9, eukaryotic/archaeal"
"ostta09g02590" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta09g02620" " Nucleic acid-binding, OB-fold"
"ostta09g02760" " Class II aldolase/adducin N-terminal"
"ostta09g02850" " P-loop containing nucleoside triphosphate hydrolase"
"ostta09g02860" " Peptidase M41"
"ostta09g02910" " unnamed product"
"ostta09g02920" " unnamed product"
"ostta09g02955" " Clp protease proteolytic subunit /Translocation-enhancing protein TepA"
"ostta09g02960" " Choline transporter-like"
"ostta09g02980" " Neurolysin/Thimet oligopeptidase, N-terminal"
"ostta09g03080" " NIF system FeS cluster assembly, NifU, C-terminal"
"ostta09g03140" " Spc97/Spc98"
"ostta09g03150" " Ribosomal protein L18e, conserved site"
"ostta09g03180" " Ribosomal protein S7e"
"ostta09g03235" " TB2/DP1/HVA22-related protein"
"ostta09g03240" " Tetratricopeptide repeat"
"ostta09g03250" " EF-Hand 1, calcium-binding site"
"ostta09g03260" " WD40/YVTN repeat-like-containing domain"
"ostta09g03340" " Endoribonuclease L-PSP/chorismate mutase-like"
"ostta09g03360" " Zinc finger, RING/FYVE/PHD-type"
"ostta09g03390" " unnamed product"
"ostta09g03410" " unnamed product"
"ostta09g03465" " Armadillo-type fold"
"ostta09g03470" " Peptidase M12B, ADAM/reprolysin"
"ostta09g03550" " NADH:ubiquinone oxidoreductase intermediate-associated protein 30"
"ostta09g03555" " DNA recombination and repair protein Rad51, C-terminal"
"ostta09g03560" " P-loop containing nucleoside triphosphate hydrolase"
"ostta09g03590" " Thioesterase type II, NRPS/PKS/S-FAS"
"ostta09g03600" " Homoserine dehydrogenase, conserved site"
"ostta09g03610" " unnamed product"
"ostta09g03630" " Cysteine desulfurase, NifS"
"ostta09g03660" " G-protein beta WD-40 repeat"
"ostta09g03710" " WASH1"
"ostta09g03720" " Crotonase superfamily"
"ostta09g03740" " Impact family"
"ostta09g03790" " Homeobox KN domain"
"ostta09g03800" " Rab-GTPase-TBC domain"
"ostta09g03940" " Ubiquitin-conjugating enzyme, E2"
"ostta09g04010" " Ribosomal protein L2 domain 2"
"ostta09g04080" " WD40/YVTN repeat-like-containing domain"
"ostta09g04120" " unnamed product"
"ostta09g04200" " Acyl-CoA N-acyltransferase"
"ostta09g04230" " unnamed product"
"ostta09g04250" " Ribonuclease II/R"
"ostta09g04310" " unnamed product"
"ostta09g04510" " unnamed product"
"ostta10g00020" " Armadillo-type fold"
"ostta10g00160" " Metallopeptidase, catalytic domain"
"ostta10g00170" " Hypoxia-inducible factor 1-alpha inhibitor"
"ostta10g00220" " G-protein beta WD-40 repeat"
"ostta10g00230" " Heat shock protein DnaJ, cysteine-rich domain"
"ostta10g00280" " Ribosomal protein L28/L40, mitochondrial"
"ostta10g00290" " Sulphate adenylyltransferase"
"ostta10g00300" " Chaperonin Cpn60"
"ostta10g00390" " Pleckstrin homology-like domain"
"ostta10g00430" " Transcription elongation factor S-II, central domain"
"ostta10g00530" " Mitochondrial substrate/solute carrier"
"ostta10g00550" " Twin-arginine translocation pathway, signal sequence"
"ostta10g00580" " Biotin synthase/Biotin biosynthesis bifunctional protein BioAB"
"ostta10g00620" " unnamed product"
"ostta10g00710" " Prenylated rab acceptor PRA1"
"ostta10g00760" " NUDIX hydrolase domain-like"
"ostta10g00810" " G-protein beta WD-40 repeat"
"ostta10g00880" " unnamed product"
"ostta10g00900" " unnamed product"
"ostta10g00910" " Formate/nitrite transporter"
"ostta10g00960" " Sulphate transporter"
"ostta10g00970" " MoaA/nifB/pqqE, iron-sulphur binding, conserved site"
"ostta10g00980" " unnamed product"
"ostta10g01000" " Cytochrome b5-like heme/steroid binding domain"
"ostta10g01010" " unnamed product"
"ostta10g01130" " Peptidoglycan binding-like"
"ostta10g01150" " Endoribonuclease L-PSP/chorismate mutase-like"
"ostta10g01280" " Histidine kinase-like ATPase, ATP-binding domain"
"ostta10g01320" " Protein of unknown function DUF760"
"ostta10g01330" " Domain of unknown function DUF4460"
"ostta10g01400" " unnamed product"
"ostta10g01450" " Zinc finger, RING/FYVE/PHD-type"
"ostta10g01530" " RmlC-like jelly roll fold"
"ostta10g01570" " Major facilitator superfamily domain, general substrate transporter"
"ostta10g01600" " Tetratricopeptide-like helical"
"ostta10g01650" " Antibiotic biosynthesis monooxygenase"
"ostta10g01680" " Adenine nucleotide translocator 1"
"ostta10g01790" " unnamed product"
"ostta10g01810" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta10g01820" " Heat shock chaperonin-binding"
"ostta10g01840" " Ankyrin repeat"
"ostta10g01940" " NADP-binding domain"
"ostta10g01990" " unnamed product"
"ostta10g02015" " Ribosomal protein L31e, conserved site"
"ostta10g02020" " Ribosomal protein L31e, conserved site"
"ostta10g02120" " Cytochrome b5-like heme/steroid binding domain"
"ostta10g02170" " unnamed product"
"ostta10g02180" " Methylosome subunit pICln"
"ostta10g02210" " unnamed product"
"ostta10g02240" " Eukaryotic translation initiation factor 3 subunit J"
"ostta10g02360" " Axin interactor dorsalization-associated protein, C-terminal domain"
"ostta10g02380" " unnamed product"
"ostta10g02390" " unnamed product"
"ostta10g02460" " Glutamine amidotransferase"
"ostta10g02470" " Rhodanese-like domain"
"ostta10g02540" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta10g02550" " SAC3/GANP/Nin1/mts3/eIF-3 p25"
"ostta10g02570" " Aldehyde dehydrogenase, C-terminal"
"ostta10g02600" " unnamed product"
"ostta10g02700" " Branched-chain alpha-ketoacid dehydrogenase kinase/Pyruvate dehydrogenase kinas"
"ostta10g02800" " Cytochrome b5-like heme/steroid binding domain"
"ostta10g02880" " Small GTPase superfamily, ARF/SAR type"
"ostta10g02920" " Complex 1 LYR protein"
"ostta10g02980" " unnamed product"
"ostta10g03030" " PRC-barrel-like"
"ostta10g03040" " EF-Hand 1, calcium-binding site"
"ostta10g03060" " unnamed product"
"ostta10g03170" " Major facilitator superfamily domain, general substrate transporter"
"ostta10g03190" " unnamed product"
"ostta10g03240" " P-loop containing nucleoside triphosphate hydrolase"
"ostta10g03320" " FAS1 domain"
"ostta10g03340" " Carbohydrate kinase, FGGY, C-terminal"
"ostta10g03370" " tRNA-dihydrouridine synthase"
"ostta10g03390" " Adenosine kinase"
"ostta10g03490" " Serine/threonine-protein kinase, active site"
"ostta10g03520" " unnamed product"
"ostta11g00080" " Imidazole glycerol phosphate synthase HisHF"
"ostta11g00170" " Beta-lactamase-like"
"ostta11g00200" " unnamed product"
"ostta11g00210" " Peptidyl-tRNA hydrolase, PTH2"
"ostta11g00240" " unnamed product"
"ostta11g00250" " unnamed product"
"ostta11g00290" " DNA repair metallo-beta-lactamase"
"ostta11g00480" " Tetratricopeptide-like helical"
"ostta11g00490" " unnamed product"
"ostta11g00530" " RNase P subunit p30"
"ostta11g00540" " Acetolactate synthase, small subunit, C-terminal"
"ostta11g00620" " unnamed product"
"ostta11g00650" " Protein of unknown function DUF1824"
"ostta11g00700" " Peptidase M50"
"ostta11g00760" " RNA polymerase II accessory factor, Cdc73"
"ostta11g00780" " Ribosomal protein L24"
"ostta11g00810" " Zinc finger, TRAF-type"
"ostta11g00860" " FeS cluster insertion protein"
"ostta11g00930" " Methyltransferase type 12"
"ostta11g00980" " Lysine-tRNA ligase, class II"
"ostta11g01010" " unnamed product"
"ostta11g01040" " Domain of unknown function DUF4033"
"ostta11g01090" " unnamed product"
"ostta11g01100" " Spermidine/spermine synthases family"
"ostta11g01120" " unnamed product"
"ostta11g01140" " Glutamine amidotransferase type 2 domain"
"ostta11g01210" " Helicase, C-terminal"
"ostta11g01220" " unnamed product"
"ostta11g01260" " unnamed product"
"ostta11g01270" " Cysteine/histidine-rich domain"
"ostta11g01330" " Sterile alpha motif, type 1"
"ostta11g01340" " Cytochrome P450, conserved site"
"ostta11g01350" " Ribosomal protein S5 domain 2-type fold, subgroup"
"ostta11g01360" " unnamed product"
"ostta11g01390" " unnamed product"
"ostta11g01420" " TLDc"
"ostta11g01510" " unnamed product"
"ostta11g01570" " Zinc finger, CCHC-type"
"ostta11g01620" " Thioredoxin-like fold"
"ostta11g01660" " Ribosomal protein L4/L1e"
"ostta11g01670" " NADH:cytochrome b5 reductase CBR"
"ostta11g01770" " Ankyrin repeat-containing domain"
"ostta11g01800" " unnamed product"
"ostta11g01820" " P-loop containing nucleoside triphosphate hydrolase"
"ostta11g01910" " Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote"
"ostta11g01950" " unnamed product"
"ostta11g01970" " Histone deacetylase superfamily"
"ostta11g02000" " Tetratricopeptide repeat"
"ostta11g02020" " Aminoacyl-tRNA synthetase, class II D/K/N-like"
"ostta11g02160" " Histone H4"
"ostta11g02190" " Aminopeptidase P N-terminal domain"
"ostta11g02200" " unnamed product"
"ostta11g02210" " Methyltransferase domain"
"ostta11g02300" " P-type ATPase, phosphorylation site"
"ostta11g02380" " Ribosomal protein S19e"
"ostta11g02400" " Ribosomal protein L29e"
"ostta11g02410" " 26S proteasome complex ubiquitin receptor, subunit Rpn13"
