"geneID" "annotation"
"ostta09g00520" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta09g00590" " hypothetical protein n/a  unnamed product"
"ostta09g00620" " Oxoglutarate/iron-dependent dioxygenase"
"ostta09g00630" " Histone-fold"
"ostta09g00640" " Serine/threonine-protein kinase, active site"
"ostta09g01010" " unnamed product"
"ostta09g01130" " unnamed product"
"ostta09g01210" " Pseudouridine synthase TruD, conserved site"
"ostta09g01440" " Protein of unknown function DUF1092"
"ostta09g01520" " P-loop containing nucleoside triphosphate hydrolase"
"ostta09g01615" " ABC-2 type transporter"
"ostta09g01760" " Restriction endonuclease  type II-like"
"ostta09g01850" " unnamed product"
"ostta09g01910" " MORN motif"
"ostta09g01920" " unnamed product"
"ostta09g01950" " unnamed product"
"ostta09g02020" " Glycosyl transferase, family 1"
"ostta09g02470" " Rad1/Rec1/Rad17"
"ostta09g02500" " unnamed product"
"ostta09g02570" " Co-chaperone Hsc20"
"ostta09g02610" " S-adenosyl-L-homocysteine hydrolase, conserved site"
"ostta09g02690" " Dihydroneopterin aldolase"
"ostta09g02730" " RNA C5-cytosine methyltransferase"
"ostta09g02790" "' 3''-5'' exonuclease domain'"
"ostta09g03010" " Methyltransferase type 12"
"ostta09g03030" " Eukaryotic porin/Tom40"
"ostta09g03060" " Malonyl-CoA ACP transacylase, ACP-binding"
"ostta09g03160" " unnamed product"
"ostta09g03220" " Kua-ubiquitin conjugating enzyme hybrid, localisation"
"ostta09g03310" " unnamed product"
"ostta09g03350" " TatD family"
"ostta09g03380" " unnamed product"
"ostta09g03760" " CASP, C-terminal"
"ostta09g03930" " Rubisco LS methyltransferase, substrate-binding domain"
"ostta09g04150" " P-loop containing nucleoside triphosphate hydrolase"
"ostta09g04160" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta09g04185" " hypothetical protein"
"ostta09g04210" " Pleckstrin homology-like domain"
"ostta10g00090" " Nucleolar protein 14"
"ostta10g00110" " NIF system FeS cluster assembly, NifU, C-terminal"
"ostta10g00130" " FAS1 domain n/a  FAS1 domain n/a  FAS1 domain"
"ostta10g00150" " Helicase, C-terminal"
"ostta10g00200" " Thioredoxin-like fold"
"ostta10g00310" " DNA primase, UL52/UL70 type, Herpesviridae"
"ostta10g00565" " Nucleotide-binding, alpha-beta plait"
"ostta10g00600" " DNA methylase, N-6 adenine-specific, conserved site"
"ostta10g00870" " Glycosyltransferase, DXD sugar-binding motif"
"ostta10g01040" " P-loop containing nucleoside triphosphate hydrolase"
"ostta10g01050" " Serine/threonine-protein kinase, active site"
"ostta10g01140" " G-protein beta WD-40 repeat"
"ostta10g01220" " unnamed product"
"ostta10g01470" " Fructose-bisphosphate aldolase, class II, yeast/E. coli subtype"
"ostta10g01630" " unnamed product"
"ostta10g01710" " unnamed product"
"ostta10g01740" " tRNA-dihydrouridine synthase, conserved site"
"ostta10g01980" " Fatty acid hydroxylase"
"ostta10g02260" " unnamed product"
"ostta10g02300" " Domain of unknown function DUF4093"
"ostta10g02330" " Centromere protein Mis12"
"ostta10g02410" " P-loop containing nucleoside triphosphate hydrolase"
"ostta10g02440" " Zinc finger, RING/FYVE/PHD-type"
"ostta10g02590" " AP complex, mu/sigma subunit"
"ostta10g02640" " Uncharacterised protein family Ycf33"
"ostta10g02690" " P-loop containing nucleoside triphosphate hydrolase"
"ostta10g02720" " Fibronectin-binding A, N-terminal"
"ostta10g02740" " unnamed product"
"ostta10g02780" " GTP-binding protein TrmE/Glycine cleavage system T protein, domain 1"
"ostta10g02790" " Serine/threonine-protein kinase, active site"
"ostta10g02810" " Ribonuclease H-like domain"
"ostta10g02850" " Nucleoside diphosphate kinase"
"ostta10g02860" " Flavin amine oxidase"
"ostta10g03185" " hypothetical protein"
"ostta10g03200" " Pyridoxal phosphate-dependent transferase, major region, subdomain 1"
"ostta10g03290" " Helicase, C-terminal"
"ostta10g03365" " Thioredoxin, conserved site"
"ostta10g03430" " NAD-dependent epimerase/dehydratase"
"ostta10g03480" " Oxoglutarate/iron-dependent dioxygenase"
"ostta10g03540" " unnamed product"
"ostta11g00020" " Ubiquitin carboxyl-terminal hydrolases family 2"
"ostta11g00050" " 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
"ostta11g00100" " Pseudouridine synthase, RluC/RluD, conserved site"
"ostta11g00160" " Armadillo-type fold"
"ostta11g00220" " RNA recognition motif, spliceosomal PrP8"
"ostta11g00520" " Sec-independent periplasmic protein translocase, conserved site"
"ostta11g00610" " Adenosine deaminase/editase"
"ostta11g00660" " Short-chain dehydrogenase/reductase SDR"
"ostta11g00940" " DNA primase large subunit, eukaryotic/archaeal"
"ostta11g01030" " CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2"
"ostta11g01060" " DNA-directed RNA polymerase delta subunit/Asxl"
"ostta11g01180" " MT-A70-like"
"ostta11g01240" " Protein of unknown function DUF926"
"ostta11g01290" " Zinc finger, CW-type"
"ostta11g01380" " unnamed product"
"ostta11g01400" " DNA polymerase alpha, subunit B"
"ostta11g01500" " Alternative oxidase"
"ostta11g01530" " Eukaryotic porin/Tom40"
"ostta11g01680" " unnamed product"
"ostta11g01720" " DNA recombination and repair protein Rad51, C-terminal"
"ostta11g01760" " Mini-chromosome maintenance complex protein 4"
"ostta11g01790" " unnamed product"
"ostta11g01840" " DNA polymerase epsilon, catalytic subunit A, C-terminal"
"ostta11g01900" " unnamed product"
"ostta11g01990" " Ubiquitin carboxyl-terminal hydrolases family 2"
"ostta11g02040" " COPII coat assembly protein, Sec16"
"ostta11g02170" " HSP20-like chaperone"
"ostta11g02260" " Tetratricopeptide-like helical"
"ostta11g02280" " Monooxygenase, FAD-binding"
"ostta11g02290" " NEFA-interacting nuclear protein NIP30, N-terminal"
"ostta11g02350" " Helicase, C-terminal"
"ostta11g02490" " DNA-binding WRKY"
"ostta11g02610" " Zinc finger, RING-H2-type"
"ostta11g02720" " Acyltransferase 3"
"ostta11g02800" " DnaJ domain"
"ostta11g02930" " DNA repair protein XRCC4, C-terminal"
"ostta11g02940" " unnamed product"
"ostta11g03070" " SANT/Myb domain"
"ostta11g03210" " Translation initiation factor 3 complex subunit L"
"ostta12g00010" " Protein Iojap/ribosomal silencing factor RsfS"
"ostta12g00350" " Helicase, C-terminal"
"ostta12g00500" " Serine/threonine-protein kinase, active site"
"ostta12g00645" " hypothetical protein"
"ostta12g00660" " unnamed product"
"ostta12g00790" " Haem oxygenase-like, multi-helical"
"ostta12g01140" " AT hook-like"
"ostta12g01150" " Pleckstrin homology-like domain"
"ostta12g01220" " Protein kinase-like domain"
"ostta12g01320" " Tubulin/FtsZ, 2-layer sandwich domain"
"ostta12g01380" " Radical SAM"
"ostta12g01420" " Myb domain, plants"
"ostta12g01480" " hypothetical protein n/a  unnamed product"
"ostta12g01530" " Serine/threonine dehydratase, pyridoxal-phosphate-binding site"
"ostta12g01600" " Alpha/beta hydrolase fold-1"
"ostta12g01640" " unnamed product"
"ostta12g01690" " unnamed product"
"ostta12g01700" " Oxoglutarate/iron-dependent dioxygenase"
"ostta12g01950" " Erv1/Alr"
"ostta12g01960" " Phosphatidylinositol 3/4-kinase, conserved site"
"ostta12g02110" " IQ motif, EF-hand binding site"
"ostta12g02210" " Putative E3 ubiquitin-protein ligase, makorin-related"
"ostta12g02550" " Serine/threonine-protein kinase, active site"
"ostta12g02630" " Drug/metabolite transporter"
"ostta12g02660" " Phytanoyl-CoA dioxygenase n/a  Phytanoyl-CoA dioxygenase"
"ostta12g02805" " TRAM/LAG1/CLN8 homology domain"
"ostta12g02820" " unnamed product"
"ostta12g02880" " NLI interacting factor"
"ostta12g03030" " Helicase, C-terminal"
"ostta12g03100" " Ribosomal protein S16 domain"
"ostta12g03170" " Methyltransferase type 11"
"ostta13g00130" " WD40/YVTN repeat-like-containing domain"
"ostta13g00230" " FAS1 domain"
"ostta13g00400" " Transcription elongation factor Spt6"
"ostta13g00410" " Spo11/DNA topoisomerase VI, subunit A"
"ostta13g00480" " Ankyrin repeat"
"ostta13g00490" " LMBR1-like membrane protein"
"ostta13g00620" " IQ motif, EF-hand binding site"
"ostta13g00830" " ABC transporter, conserved site"
"ostta13g00900" " Threonyl/alanyl tRNA synthetase, SAD"
"ostta13g01120" " Nucleosome assembly protein NAP"
"ostta13g01220" " unnamed product"
"ostta13g01375" " hypothetical protein"
"ostta13g01400" " SNARE associated Golgi protein"
"ostta13g01430" " unnamed product"
"ostta13g01480" " unnamed product"
"ostta13g01810" " RNA C5-cytosine methyltransferase"
"ostta13g01910" " Protein of unknown function DUF2854"
"ostta13g01920" " unnamed product"
"ostta13g02110" " unnamed product"
"ostta13g02340" " DENN domain"
"ostta13g02670" " Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal"
"ostta13g02680" " Nicotinamide N-methyltransferase-like"
"ostta13g02690" " Nucleoside phosphatase GDA1/CD39"
"ostta13g02760" " Zinc-finger domain of monoamine-oxidase A repressor R1"
"ostta13g02770" " Protein of unknown function DUF4602"
"ostta13g02780" " Armadillo-type fold"
"ostta13g02900" " Protein of unknown function DUF3422"
"ostta13g02920" " TRAM/LAG1/CLN8 homology domain"
"ostta13g03000" " Anticodon-binding domain"
"ostta14g00075" "  n/a  hypothetical protein"
"ostta14g00100" " P-loop containing nucleoside triphosphate hydrolase"
"ostta14g00140" " Anticodon-binding"
"ostta14g00350" " EF-Hand 1, calcium-binding site"
"ostta14g00510" " unnamed product"
"ostta14g00540" " GDP-mannose 4,6-dehydratase n/a  GDP-mannose 4,6-dehydratase"
"ostta14g00560" " unnamed product"
"ostta14g00570" " unnamed product"
"ostta14g00690" " P-loop containing nucleoside triphosphate hydrolase"
"ostta14g00780" " Nucleolar, Nop52"
"ostta14g00940" " DNA-directed RNA pol I, largest subunit"
"ostta14g01050" " Mini-chromosome maintenance complex protein 4 n/a  Mini-chromosome maintenance                                                                                                                                                                                                                                                                                                                                                                                                                                                         4"
"ostta14g01100" " D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding n/a  D-isomer specifd dehydrogenase, NAD-binding"
"ostta14g01157" "  n/a  hypothetical protein"
"ostta14g01310" " unnamed product"
"ostta14g01340" " Zinc finger, RING/FYVE/PHD-type n/a  Zinc finger, RING/FYVE/PHD-type"
"ostta14g01350" " G-protein beta WD-40 repeat n/a  G-protein beta WD-40 repeat"
"ostta14g01385" " Oxoglutarate/iron-dependent dioxygenase n/a  Oxoglutarate/iron-dependent dioxyg"
"ostta14g01470" " unnamed product"
"ostta14g01480" " unnamed product"
"ostta14g01860" " unnamed product"
"ostta14g01890" " Malate/L-lactate dehydrogenase"
"ostta14g01930" " unnamed product"
"ostta14g01980" " Methyltransferase type 11"
"ostta14g02230" " Thioredoxin-like fold n/a  Thioredoxin-like fold"
"ostta14g02240" " Mur ligase, C-terminal"
"ostta14g02420" " Serine hydroxymethyltransferase, pyridoxal phosphate binding site n/a  Serine hnsferase, pyridoxal phosphate binding site"
"ostta14g02870" " Synaptobrevin"
"ostta14g03060" " Protein of unknown function DUF597"
"ostta15g00060" " Aspartate carbamoyltransferase n/a  Aspartate carbamoyltransferase"
"ostta15g00610" " Major facilitator superfamily domain, general substrate transporter"
"ostta15g00740" " WD40 repeat"
"ostta15g00770" " P-loop containing nucleoside triphosphate hydrolase"
"ostta15g00830" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta15g00900" " NADP-binding domain n/a  NADP-binding domain"
"ostta15g01000" " Cryptochrome/DNA photolyase, class 1"
"ostta15g01120" " unnamed product"
"ostta15g01210" " Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site n/a  Tetrahydrofoase/cyclohydrolase, conserved site"
"ostta15g01230" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta15g01240" " Endonuclease/exonuclease/phosphatase"
"ostta15g01260" " DIRP"
"ostta15g01280" " unnamed product"
"ostta15g01300" " G-protein beta WD-40 repeat"
"ostta15g01400" " EXS, C-terminal"
"ostta15g01610" " Ribosomal biogenesis regulatory protein"
"ostta15g01760" " Ribosomal protein S24/S35, mitochondrial, conserved domain n/a  Ribosomal proteochondrial, conserved domain"
"ostta15g01810" " P-loop containing nucleoside triphosphate hydrolase"
"ostta15g01850" " NADP-binding domain"
"ostta15g01890" " Thiolase-like, subgroup"
"ostta15g01970" " Phox homologous domain"
"ostta15g01980" " Galactosyl transferase"
"ostta15g02060" " WD40 repeat"
"ostta15g02180" " Ankyrin repeat"
"ostta15g02400" " unnamed product"
"ostta15g02475" "  n/a  hypothetical protein"
"ostta15g02660" " Apoptosis-antagonizing transcription factor, C-terminal"
"ostta15g02670" " Photosystem I PsaD"
"ostta15g02750" " High mobility group box domain n/a  High mobility group box domain"
"ostta15g02800" " Leucine-rich repeat n/a  Leucine-rich repeat"
"ostta15g02820" " Origin recognition complex, subunit 2"
"ostta15g02900" " Glycine cleavage H-protein, subgroup n/a  Glycine cleavage H-protein, subgroup"
"ostta16g00040" " AMP-dependent synthetase/ligase n/a  AMP-dependent synthetase/ligase"
"ostta16g00200" " Exocyst complex, component 1/SEC3 n/a  Exocyst complex, component 1/SEC3"
"ostta16g00210" " Condensin complex subunit 2/barren"
"ostta16g00270" " unnamed product"
"ostta16g00420" " Ferredoxin thioredoxin reductase beta subunit, domain n/a  Ferredoxin thioredoxta subunit, domain"
"ostta16g00590" " Flavin amine oxidase"
"ostta16g00650" " Photosystem II Psb28, class 1"
"ostta16g00700" " Digestive organ expansion factor, predicted"
"ostta16g00810" " Capsular polysaccharide synthesis"
"ostta16g00860" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta16g00880" " Nucleotide-binding, alpha-beta plait"
"ostta16g00910" " Diacylglycerol acyltransferase"
"ostta16g00990" " NMD3"
"ostta16g01020" " Mitochondrial substrate/solute carrier"
"ostta16g01145" " ABC transporter, conserved site n/a  ABC transporter, conserved site"
"ostta16g01180" " U2 auxiliary factor small subunit"
"ostta16g01450" " Ribose-phosphate diphosphokinase"
"ostta16g01630" "  n/a  unnamed product"
"ostta16g01680" " Tetratricopeptide repeat-containing domain"
"ostta16g01690" " 6-phosphogluconolactonase, DevB-type"
"ostta16g01710" " BTB/POZ-like"
"ostta16g01800" " Cytochrome c oxidase, subunit VIa n/a  Cytochrome c oxidase, subunit VIa"
"ostta16g01910" " 4-diphosphocytidyl-2C-methyl-D-erythritol kinase"
"ostta16g01980" " Zinc finger, GATA-type"
"ostta16g02245" " Proteasome B-type subunit n/a  Proteasome B-type subunit"
"ostta16g02300" " Zinc/iron permease"
"ostta16g02310" " Chlorophyll A-B binding protein, plant"
"ostta16g02490" " Exportin/Importin, Cse1-like"
"ostta16g02590" " NADH:ubiquinone oxidoreductase intermediate-associated protein 30"
"ostta16g02720" " unnamed product"
"ostta17g00100" " GUN4-like"
"ostta17g00120" " Oxoglutarate/iron-dependent dioxygenase"
"ostta17g00170" " Multi antimicrobial extrusion protein n/a  Multi antimicrobial extrusion protei"
"ostta17g00250" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta17g00330" " SEC7-like, alpha orthogonal bundle"
"ostta17g00420" " unnamed product"
"ostta17g00480" " Zinc finger, RING/FYVE/PHD-type"
"ostta17g00780" " DEK, C-terminal"
"ostta17g00795" " Drug/metabolite transporter n/a  Drug/metabolite transporter"
"ostta17g00840" " Ribosomal protein L46"
"ostta17g00860" " Streptomyces cyclase/dehydrase"
"ostta17g01170" " Forkhead-associated FHA domain"
"ostta17g01180" " unnamed product"
"ostta17g01310" " Ovarian tumour, otubain"
"ostta17g01360" " ATPase-like, ParA/MinD n/a  ATPase-like, ParA/MinD"
"ostta17g01365" "  n/a  hypothetical protein"
"ostta17g01400" " Polyprenyl synthetase"
"ostta17g01510" " Sda1"
"ostta17g01550" " DNA methylase, N-6 adenine-specific, conserved site n/a  DNA methylase, N-6 adeconserved site"
"ostta17g01840" " Septum formation topological specificity factor MinE n/a  Septum formation topocity factor MinE"
"ostta17g01895" "  n/a  hypothetical protein"
"ostta17g02008" " UAA transporter n/a  UAA transporter"
"ostta17g02120" " Beta-lactamase-like"
"ostta17g02150" " Mitochondrial substrate/solute carrier n/a  Mitochondrial substrate/solute carr"
"ostta17g02365" " CRAL-TRIO domain n/a  CRAL-TRIO domain"
"ostta18g00090" " unnamed product"
"ostta18g00140" " CWC16 protein n/a  CWC16 protein"
"ostta18g00190" " unnamed product"
"ostta18g00235" "  n/a  hypothetical protein"
"ostta18g00270" " unnamed product"
"ostta18g00290" " P-loop containing nucleoside triphosphate hydrolase"
"ostta18g00500" " Protein of unknown function DUF448 n/a  Protein of unknown function DUF448"
"ostta18g00690" " Voltage-dependent channel, four helix bundle domain"
"ostta18g00710" " Voltage-dependent channel, four helix bundle domain"
"ostta18g00850" " unnamed product"
"ostta18g00920" " 14-3-3 protein, conserved site"
"ostta18g00930" " Regulator of chromosome condensation, RCC1"
"ostta18g00940" " Formate-tetrahydrofolate ligase, FTHFS"
"ostta18g00970" " unnamed product"
"ostta18g01000" " unnamed product"
"ostta18g01090" " Pyridoxal phosphate-dependent transferase, major region, subdomain 2"
"ostta18g01190" " Acyl-CoA N-acyltransferase"
"ostta18g01200" " Serine/threonine-protein kinase, active site"
"ostta18g01220" " RNA polymerase Rpc34 n/a  RNA polymerase Rpc34"
"ostta18g01250" " Ferredoxin-NADP+ reductase n/a  Ferredoxin-NADP+ reductase"
"ostta18g01280" " Cyclin A/B/D/E n/a  Cyclin A/B/D/E"
"ostta18g01300" " Choline transporter-like"
"ostta18g01440" " Replication factor A, C-terminal n/a  Replication factor A, C-terminal"
"ostta18g01620" " Helicase, C-terminal"
"ostta18g01660" " JmjC domain"
"ostta18g01680" " Ribosomal biogenesis, methyltransferase, EMG1/NEP1"
"ostta18g01860" " Coproporphyrinogen III oxidase, aerobic"
"ostta19g00020" " EGF-like, conserved site"
"ostta19g00170" " Serine hydroxymethyltransferase"
"ostta19g00280" " Methyltransferase FkbM"
"ostta20g00010" " Ankyrin repeat"
"ostta20g00020" " Nicotinamide N-methyltransferase-like"
"ostta20g00110" " Peptidase M24, methionine aminopeptidase"
"ostta20g00160" " Peroxisomal biogenesis factor 11"
"ostta20g00220" " unnamed product"
"ostta20g00290" " Cation-transporting P-type ATPase"
"ostta20g00360" " Glycine cleavage T-protein, N-terminal"
"ostta20g00440" " Superoxide dismutase Cu/Zn / superoxide dismutase copper chaperone"
"ostta20g00510" " Pyridine nucleotide-disulphide oxidoreductase, FAD/NADP-binding domain"
"ostta20g00590" " unnamed product"
"ostta20g00620" " Bestrophin/UPF0187"
"ostta20g00630" " ARP2/3 complex, 21kDa subunit p21-Arc"
"ostta20g00700" " Glycosyl hydrolase, five-bladed beta-propellor domain"
"ostta20g00780" " unnamed product"
"ostta20g00860" " P-loop containing nucleoside triphosphate hydrolase"
"ostta20g00910" " CRAL-TRIO domain"
"ostta20g00930" " unnamed product"
